customer_id,recency,frequency,monetary,avg_order_value,spend_cv,category_entropy,n_categories,trend_score,avg_purchase_gap,gap_std,persona
675,113,3,79.92,26.64,0.4622,0.0,1,-2.5851,69.5,23.33,economy
676,93,5,194.98,39.0,0.3564,0.673,2,6.9564,56.5,35.97,economy
677,108,4,184.89,46.22,0.3653,0.0,1,-12.04,21.67,21.13,economy
678,250,1,66.17,66.17,,0.0,1,0.0,250.0,0.0,economy
679,162,3,60.03,20.01,0.7994,0.0,1,15.05,32.0,8.49,economy
680,161,7,261.46,37.35,0.4632,0.5983,2,20.1549,24.17,30.94,economy
681,178,6,238.93,39.82,0.2747,0.4506,2,5.6371,32.8,14.08,economy
682,141,4,134.58,33.64,0.2097,0.0,1,0.0,13.0,13.0,economy
683,109,3,127.74,42.58,0.2679,0.0,1,0.0,2.0,1.41,economy
684,481,2,71.24,35.62,0.6948,0.6931,2,1.9091,259.0,0.0,economy
685,153,6,234.84,39.14,0.3332,1.0114,3,20.164,19.0,21.55,economy
686,162,5,178.82,35.76,0.1781,0.0,1,8.9557,43.75,49.42,economy
687,144,7,260.97,37.28,0.2626,0.0,1,-2.333,19.0,13.65,economy
688,139,4,160.58,40.14,0.3512,0.0,1,1.2817,106.33,139.43,economy
689,117,6,150.85,25.14,0.5072,0.6931,2,1.3214,35.8,38.54,economy
690,101,5,134.04,26.81,0.5995,0.0,1,2.013,35.5,41.73,economy
691,154,6,181.0,30.17,0.4802,0.4506,2,42.602,20.8,24.99,economy
692,219,4,176.41,44.1,0.3573,0.6931,2,43.35,19.33,7.57,economy
693,64,5,135.28,27.06,0.2603,0.0,1,-3.228,29.75,46.99,economy
694,156,2,68.5,34.25,0.5079,0.6931,2,-1.64,254.0,0.0,economy
695,153,4,104.83,26.21,0.6672,0.5623,2,0.0,11.33,8.39,economy
696,117,8,288.2,36.02,0.3378,0.0,1,23.76,21.71,31.76,economy
697,80,8,245.44,30.68,0.5131,0.6616,2,0.559,18.29,21.27,economy
698,61,3,84.41,28.14,0.441,0.0,1,0.0,22.0,18.38,economy
699,98,3,109.99,36.66,0.4047,0.0,1,-14.7,40.5,12.02,economy
700,198,4,133.91,33.48,0.4005,0.6931,2,17.045,20.33,9.24,economy
701,213,2,95.98,47.99,1.0205,0.6931,2,7.4207,159.0,0.0,churned
702,416,2,108.56,54.28,0.3311,0.0,1,0.0,0.0,0.0,churned
703,344,3,190.63,63.54,0.5821,0.0,1,3.5811,99.5,86.97,churned
704,461,1,75.07,75.07,,0.0,1,0.0,461.0,0.0,churned
705,342,3,43.29,14.43,0.5685,0.0,1,0.0,23.0,21.21,churned
706,440,2,180.27,90.14,0.0663,0.6931,2,0.0,40.0,0.0,churned
707,301,2,150.98,75.49,0.0776,0.0,1,-0.1453,496.0,0.0,churned
708,415,2,123.89,61.94,0.7078,0.0,1,12.402,116.0,0.0,churned
709,360,2,204.9,102.45,0.0824,0.0,1,0.0,34.0,0.0,churned
710,579,2,117.14,58.57,0.7113,0.0,1,0.0,9.0,0.0,churned
711,604,1,5.0,5.0,,0.0,1,0.0,604.0,0.0,churned
712,578,1,61.87,61.87,,0.0,1,0.0,578.0,0.0,churned
713,268,2,52.24,26.12,1.1435,0.0,1,-1.3925,359.0,0.0,churned
714,238,1,5.0,5.0,,0.0,1,0.0,238.0,0.0,churned
715,1150,1,72.17,72.17,,0.0,1,0.0,1150.0,0.0,churned
716,219,2,49.34,24.67,1.1276,0.0,1,-3.2783,229.0,0.0,churned
717,244,2,88.86,44.43,0.0595,0.0,1,0.0733,458.0,0.0,churned
718,350,1,101.3,101.3,,0.0,1,0.0,350.0,0.0,churned
719,353,3,252.68,84.23,0.3166,0.0,1,0.1371,191.5,161.93,churned
720,1115,1,44.21,44.21,,0.0,1,0.0,1115.0,0.0,churned
721,293,2,164.56,82.28,0.3121,0.0,1,-3.8914,179.0,0.0,churned
722,880,1,35.31,35.31,,0.0,1,0.0,880.0,0.0,churned
723,402,1,72.99,72.99,,0.0,1,0.0,402.0,0.0,churned
724,313,2,41.96,20.98,1.0772,0.0,1,15.98,68.0,0.0,churned
725,200,3,207.86,69.29,0.4116,0.0,1,0.0,17.0,5.66,churned
726,749,2,116.79,58.4,0.4748,0.6931,2,0.0,14.0,0.0,churned
727,301,2,56.51,28.26,1.0523,0.0,1,-21.025,51.0,0.0,churned
728,340,2,70.18,35.09,1.2127,0.6931,2,4.012,270.0,0.0,churned
729,393,1,39.41,39.41,,0.0,1,0.0,393.0,0.0,churned
730,2430,1,63.92,63.92,,0.0,1,0.0,2430.0,0.0,churned
731,462,2,153.63,76.82,0.8932,0.6931,2,0.0,13.0,0.0,churned
732,427,3,113.15,37.72,0.6244,1.0986,3,3.786,68.0,73.54,churned
733,401,2,58.77,29.38,0.0214,0.6931,2,0.1271,163.0,0.0,churned
734,391,2,155.23,77.62,0.153,0.6931,2,1.7989,177.0,0.0,churned
735,874,1,13.1,13.1,,0.0,1,0.0,874.0,0.0,churned
736,347,2,127.64,63.82,0.0667,0.0,1,0.645,183.0,0.0,churned
737,1128,1,55.64,55.64,,0.0,1,0.0,1128.0,0.0,churned
738,310,1,67.34,67.34,,0.0,1,0.0,310.0,0.0,churned
739,230,2,117.8,58.9,0.9362,0.0,1,-38.99,69.0,0.0,churned
740,892,1,105.72,105.72,,0.0,1,0.0,892.0,0.0,churned
741,231,1,5.0,5.0,,0.0,1,0.0,231.0,0.0,churned
742,284,3,91.17,30.39,0.7573,0.6365,2,-6.459,44.5,48.79,churned
743,296,3,87.46,29.15,0.7349,0.0,1,-4.5542,112.5,115.26,churned
744,600,1,5.0,5.0,,0.0,1,0.0,600.0,0.0,churned
745,433,2,117.61,58.8,0.7283,0.6931,2,0.0,28.0,0.0,churned
746,804,1,51.83,51.83,,0.0,1,0.0,804.0,0.0,churned
747,342,1,62.31,62.31,,0.0,1,0.0,342.0,0.0,churned
748,457,2,109.61,54.81,0.3,0.6931,2,-2.4911,182.0,0.0,churned
749,301,2,72.94,36.47,0.9411,0.0,1,3.236,218.0,0.0,churned
750,363,2,83.16,41.58,1.2442,0.0,1,0.0,25.0,0.0,churned
751,436,2,89.25,44.62,0.6314,0.0,1,-2.6567,244.0,0.0,churned
752,427,2,95.8,47.9,0.4015,0.6931,2,0.0,40.0,0.0,churned
753,185,3,331.04,110.35,0.5309,0.0,1,3.0883,128.5,99.7,churned
754,284,2,100.47,50.24,0.3487,0.0,1,-0.9527,340.0,0.0,churned
755,376,2,69.61,34.8,0.4025,0.6931,2,3.962,115.0,0.0,churned
756,393,1,27.42,27.42,,0.0,1,0.0,393.0,0.0,churned
757,297,3,172.18,57.39,0.4362,0.0,1,0.2721,82.0,82.02,churned
758,317,3,163.13,54.38,0.599,0.6365,2,7.0162,140.5,197.28,churned
759,902,1,85.55,85.55,,0.0,1,0.0,902.0,0.0,churned
760,301,3,82.32,27.44,0.6698,0.6365,2,3.4,24.0,16.97,churned
761,327,2,85.29,42.64,0.0214,0.6931,2,0.0,26.0,0.0,churned
762,258,3,46.15,15.38,1.1691,0.6365,2,-2.8018,89.0,114.55,churned
763,339,1,101.93,101.93,,0.0,1,0.0,339.0,0.0,churned
764,291,3,109.8,36.6,0.7633,0.0,1,2.872,49.5,0.71,churned
765,348,1,67.71,67.71,,0.0,1,0.0,348.0,0.0,churned
766,378,1,99.96,99.96,,0.0,1,0.0,378.0,0.0,churned
767,432,2,117.12,58.56,1.2935,0.0,1,0.0,50.0,0.0,churned
768,573,2,174.68,87.34,0.0983,0.6931,2,1.3007,173.0,0.0,churned
769,1439,1,56.92,56.92,,0.0,1,0.0,1439.0,0.0,churned
770,807,1,40.46,40.46,,0.0,1,0.0,807.0,0.0,churned
771,338,3,191.49,63.83,0.6557,0.6365,2,0.0,23.0,12.73,churned
772,422,2,257.9,128.95,0.2691,0.6931,2,-14.724,72.0,0.0,churned
773,312,3,130.07,43.36,0.8926,0.6365,2,7.4206,110.5,96.87,churned
774,307,2,123.36,61.68,0.2479,0.6931,2,-2.3164,196.0,0.0,churned
775,245,3,178.15,59.38,0.8548,0.0,1,49.635,58.5,67.18,churned
776,407,1,99.22,99.22,,0.0,1,0.0,407.0,0.0,churned
777,468,2,79.16,39.58,0.8536,0.6931,2,-14.334,98.0,0.0,churned
778,265,1,79.09,79.09,,0.0,1,0.0,265.0,0.0,churned
779,426,2,142.76,71.38,0.1163,0.0,1,-0.6404,266.0,0.0,churned
780,834,1,5.0,5.0,,0.0,1,0.0,834.0,0.0,churned
781,296,3,131.18,43.73,1.534,0.0,1,4.381,157.5,119.5,churned
782,687,1,120.26,120.26,,0.0,1,0.0,687.0,0.0,churned
783,463,2,148.71,74.35,0.9176,0.0,1,-28.947,102.0,0.0,churned
784,275,3,160.18,53.39,1.1647,0.6365,2,5.7034,153.5,136.47,churned
785,732,1,50.31,50.31,,0.0,1,0.0,732.0,0.0,churned
786,343,2,189.86,94.93,0.3368,0.0,1,22.61,66.0,0.0,churned
787,932,1,114.97,114.97,,0.0,1,0.0,932.0,0.0,churned
788,488,1,16.54,16.54,,0.0,1,0.0,488.0,0.0,churned
789,305,3,170.46,56.82,0.4526,0.0,1,-5.5104,91.0,18.38,churned
790,343,1,39.86,39.86,,0.0,1,0.0,343.0,0.0,churned
791,309,1,120.2,120.2,,0.0,1,0.0,309.0,0.0,churned
792,421,1,35.24,35.24,,0.0,1,0.0,421.0,0.0,churned
793,425,1,6.1,6.1,,0.0,1,0.0,425.0,0.0,churned
794,384,3,94.31,31.44,0.4272,0.6365,2,0.6994,150.5,118.09,churned
795,1240,1,40.74,40.74,,0.0,1,0.0,1240.0,0.0,churned
796,385,2,191.17,95.58,0.4148,0.0,1,16.821,84.0,0.0,churned
797,329,3,204.79,68.26,0.5873,0.6365,2,1.17,215.0,168.29,churned
798,810,1,64.78,64.78,,0.0,1,0.0,810.0,0.0,churned
799,355,2,122.2,61.1,0.0877,0.6931,2,0.3445,301.0,0.0,churned
800,390,2,64.4,32.2,0.6136,0.0,1,0.0,9.0,0.0,churned
